,ctime,activePower,label
0,2019-11-20 11:00:00,0.0,0
1,2019-11-20 11:01:00,0.0,0
2,2019-11-20 11:02:00,0.0,0
3,2019-11-20 11:03:00,0.0,0
4,2019-11-20 11:04:00,0.0,0
5,2019-11-20 11:05:00,0.0,0
6,2019-11-20 11:06:00,0.0,0
7,2019-11-20 11:07:00,0.0,0
8,2019-11-20 11:08:00,0.0,0
9,2019-11-20 11:09:00,0.0,0
10,2019-11-20 11:10:00,0.0,0
11,2019-11-20 11:11:00,0.0,0
12,2019-11-20 11:12:00,0.0,0
13,2019-11-20 11:13:00,0.0,0
14,2019-11-20 11:14:00,0.0,0
15,2019-11-20 11:15:00,0.0,0
16,2019-11-20 11:16:00,0.0,0
17,2019-11-20 11:17:00,0.0,0
18,2019-11-20 11:18:00,0.0,0
19,2019-11-20 11:19:00,0.0,0
20,2019-11-20 11:20:00,0.0,0
21,2019-11-20 11:21:00,0.0,0
22,2019-11-20 11:22:00,0.0,0
23,2019-11-20 11:23:00,0.0,0
24,2019-11-20 11:24:00,0.0,0
25,2019-11-20 11:25:00,0.0,0
26,2019-11-20 11:26:00,0.0,0
27,2019-11-20 11:27:00,0.0,0
28,2019-11-20 11:28:00,0.0,0
29,2019-11-20 11:29:00,0.0,0
30,2019-11-20 11:30:00,0.0,0
31,2019-11-20 11:31:00,0.0,0
32,2019-11-20 11:32:00,0.0,0
33,2019-11-20 11:33:00,0.0,0
34,2019-11-20 11:34:00,0.0,0
35,2019-11-20 11:35:00,0.0,0
36,2019-11-20 11:36:00,0.0,0
37,2019-11-20 11:37:00,0.0,0
38,2019-11-20 11:38:00,0.0,0
39,2019-11-20 11:39:00,0.0,0
40,2019-11-20 11:40:00,0.0,0
41,2019-11-20 11:41:00,0.0,0
42,2019-11-20 11:42:00,0.0,0
43,2019-11-20 11:43:00,0.0,0
44,2019-11-20 11:44:00,0.0,0
45,2019-11-20 11:45:00,0.0,0
46,2019-11-20 11:46:00,0.0,0
47,2019-11-20 11:47:00,0.0,0
48,2019-11-20 11:48:00,0.0,0
49,2019-11-20 11:49:00,0.0,0
50,2019-11-20 11:50:00,0.0,0
51,2019-11-20 11:51:00,171.0,0
52,2019-11-20 11:52:00,144.0,0
53,2019-11-20 11:53:00,137.0,0
54,2019-11-20 11:54:00,128.0,0
55,2019-11-20 11:55:00,121.0,0
56,2019-11-20 11:56:00,118.0,0
57,2019-11-20 11:57:00,117.0,0
58,2019-11-20 11:58:00,117.0,0
59,2019-11-20 11:59:00,116.0,0
60,2019-11-20 12:00:00,115.0,0
61,2019-11-20 12:01:00,115.0,0
62,2019-11-20 12:02:00,116.0,0
63,2019-11-20 12:03:00,116.0,0
64,2019-11-20 12:04:00,115.0,0
65,2019-11-20 12:05:00,114.0,0
66,2019-11-20 12:06:00,114.0,0
67,2019-11-20 12:07:00,114.0,0
68,2019-11-20 12:08:00,114.0,0
69,2019-11-20 12:09:00,114.0,0
70,2019-11-20 12:10:00,113.0,0
71,2019-11-20 12:11:00,113.0,0
72,2019-11-20 12:12:00,112.0,0
73,2019-11-20 12:13:00,112.0,0
74,2019-11-20 12:14:00,112.0,0
75,2019-11-20 12:15:00,112.0,0
76,2019-11-20 12:16:00,112.0,0
77,2019-11-20 12:17:00,112.0,0
78,2019-11-20 12:18:00,112.0,0
79,2019-11-20 12:19:00,112.0,0
80,2019-11-20 12:20:00,112.0,0
81,2019-11-20 12:21:00,112.0,0
82,2019-11-20 12:22:00,111.0,0
83,2019-11-20 12:23:00,111.0,0
84,2019-11-20 12:24:00,111.0,0
85,2019-11-20 12:25:00,111.0,0
86,2019-11-20 12:26:00,111.0,0
87,2019-11-20 12:27:00,111.0,0
88,2019-11-20 12:28:00,111.0,0
89,2019-11-20 12:29:00,111.0,0
90,2019-11-20 12:30:00,111.0,0
91,2019-11-20 12:31:00,110.0,0
92,2019-11-20 12:32:00,111.0,0
93,2019-11-20 12:33:00,111.0,0
94,2019-11-20 12:34:00,111.9016175450784,1
95,2019-11-20 12:35:00,110.85171659487057,1
96,2019-11-20 12:36:00,110.55603135732584,1
97,2019-11-20 12:37:00,111.53285241593237,1
98,2019-11-20 12:38:00,111.014681448212,1
99,2019-11-20 12:39:00,110.8676965555845,1
100,2019-11-20 12:40:00,110.29237176130586,1
101,2019-11-20 12:41:00,111.29656489349256,1
102,2019-11-20 12:42:00,110.42074392703638,1
103,2019-11-20 12:43:00,110.81051406682474,1
104,2019-11-20 12:44:00,0.0,0
105,2019-11-20 12:45:00,0.0,0
106,2019-11-20 12:46:00,0.0,0
107,2019-11-20 12:47:00,0.0,0
108,2019-11-20 12:48:00,0.0,0
109,2019-11-20 12:49:00,0.0,0
110,2019-11-20 12:50:00,0.0,0
111,2019-11-20 12:51:00,0.0,0
112,2019-11-20 12:52:00,0.0,0
113,2019-11-20 12:53:00,0.0,0
114,2019-11-20 12:54:00,0.0,0
115,2019-11-20 12:55:00,0.0,0
116,2019-11-20 12:56:00,0.0,0
117,2019-11-20 12:57:00,0.0,0
118,2019-11-20 12:58:00,0.0,0
119,2019-11-20 12:59:00,0.0,0
120,2019-11-20 13:00:00,0.0,0
121,2019-11-20 13:01:00,0.0,0
122,2019-11-20 13:02:00,0.0,0
123,2019-11-20 13:03:00,0.0,0
124,2019-11-20 13:04:00,0.0,0
125,2019-11-20 13:05:00,0.0,0
126,2019-11-20 13:06:00,0.0,0
127,2019-11-20 13:07:00,0.0,0
128,2019-11-20 13:08:00,0.0,0
129,2019-11-20 13:09:00,0.0,0
130,2019-11-20 13:10:00,0.0,0
131,2019-11-20 13:11:00,0.0,0
